Temperature,Humidity,Pressure,Rain,Wind Direction,Wind Speed
10.1,90.0,993.6,0.0,230.0,1.4
10.8,92.0,993.4,0.0,70.0,1.8
11.0,92.0,996.0,0.0,120.0,2.2
12.2,90.0,996.8,0.0,70.0,1.9
13.8,86.0,997.2,0.0,90.0,1.9
17.2,67.0,997.6,0.0,50.0,1.5
20.2,49.0,997.3,0.0,280.0,1.7
21.0,40.0,997.0,0.0,260.0,2.9
19.7,48.0,997.7,0.0,210.0,5.5
16.1,60.0,999.6,0.0,200.0,6.9
15.1,59.0,1001.1,0.0,210.0,5.2
14.1,64.0,1002.4,0.0,210.0,4.5
13.8,58.0,1004.2,0.0,210.0,5.2
12.7,66.0,1005.6,0.0,220.0,4.1
11.9,66.0,1006.5,0.0,250.0,1.9
11.2,64.0,1007.1,0.0,230.0,1.9
7.9,75.0,1007.3,0.0,180.0,2.4
7.5,79.0,1008.1,0.0,80.0,1.8
7.3,79.0,1008.3,0.0,100.0,2.3
6.7,79.0,1008.2,0.0,90.0,2.2
6.0,81.0,1008.4,0.0,100.0,1.8
6.8,79.0,1007.9,0.0,90.0,2.2
5.2,84.0,1007.9,0.0,120.0,1.3
3.8,87.0,1007.4,0.0,130.0,1.2
3.8,86.0,1007.2,0.0,90.0,1.7
2.9,87.0,1006.9,0.0,70.0,1.9
3.3,88.0,1007.4,0.0,0.0,0.0
10.0,68.0,1007.2,0.0,0.0,0.0
14.1,58.0,1006.7,0.0,0.0,0.0
17.7,49.0,1005.7,0.0,310.0,1.4
19.1,44.0,1004.3,0.0,300.0,1.3
21.5,37.0,1003.1,0.0,280.0,1.2
21.7,37.0,1001.9,0.0,250.0,1.9
23.6,28.0,1001.1,0.0,290.0,2.2
23.6,29.0,1000.8,0.0,290.0,3.3
21.6,33.0,1000.6,0.0,280.0,2.0
16.3,44.0,1000.8,0.0,40.0,1.5
15.0,47.0,1000.7,0.0,90.0,3.7
14.1,49.0,1000.7,0.0,80.0,4.1
14.2,48.0,1000.5,0.0,90.0,4.3
14.0,49.0,1000.4,0.0,80.0,3.3
9.5,62.0,1000.4,0.0,100.0,1.7
7.6,67.0,1000.2,0.0,150.0,1.5
6.4,70.0,1000.3,0.0,150.0,1.5
6.3,69.0,1000.9,0.0,150.0,1.7
6.4,67.0,1001.2,0.0,120.0,2.7
11.1,49.0,1000.6,0.0,100.0,2.9
10.6,49.0,1000.4,0.0,90.0,3.2
6.8,64.0,1000.4,0.0,150.0,2.0
5.2,70.0,1001.1,0.0,130.0,1.5
6.3,68.0,1001.4,0.0,100.0,1.7
12.6,52.0,1001.2,0.0,0.0,0.0
18.2,38.0,1001.9,0.0,0.0,0.0
19.3,34.0,1002.1,0.0,0.0,0.0
23.0,28.0,1001.3,0.0,0.0,0.0
24.3,24.0,1000.2,0.0,340.0,1.3
26.0,20.0,999.9,0.0,260.0,1.9
22.9,31.0,999.7,0.0,230.0,2.4
19.1,56.0,1000.8,0.0,180.0,4.8
17.2,71.0,1002.7,0.0,180.0,4.1
15.9,77.0,1003.7,0.0,170.0,1.6
15.2,81.0,1005.0,0.0,190.0,1.4
13.5,84.0,1006.0,0.0,0.0,0.0
12.5,87.0,1006.8,0.0,170.0,2.0
11.2,90.0,1007.1,0.0,120.0,1.4
10.4,92.0,1007.6,0.0,90.0,1.4
11.1,91.0,1007.5,0.0,90.0,3.6
11.3,91.0,1007.6,0.0,90.0,3.4
11.2,90.0,1008.1,0.0,80.0,2.6
12.0,87.0,1008.2,0.0,100.0,1.8
12.1,87.0,1007.6,0.0,100.0,1.7
11.4,87.0,1007.6,0.0,130.0,1.2
12.0,85.0,1007.6,0.0,90.0,2.6
11.2,87.0,1008.0,0.0,80.0,3.0
10.6,87.0,1008.3,0.0,100.0,2.3
12.5,82.0,1008.5,0.0,0.0,0.0
15.5,71.0,1008.6,0.0,0.0,0.0
18.0,62.0,1008.3,0.0,0.0,0.0
16.6,67.0,1007.6,0.0,200.0,2.5
16.7,67.0,1006.5,0.0,180.0,2.8
16.6,68.0,1006.0,0.0,160.0,2.3
16.4,68.0,1006.0,0.0,160.0,2.5
16.5,70.0,1005.6,0.0,140.0,2.3
16.1,74.0,1005.0,0.0,120.0,2.2
14.1,80.0,1004.9,0.0,130.0,1.7
13.2,82.0,1005.0,0.0,160.0,1.4
11.3,88.0,1004.1,0.0,90.0,1.7
10.3,91.0,1004.2,0.0,150.0,1.9
9.2,92.0,1003.9,0.0,320.0,1.3
7.8,94.0,1003.3,0.0,0.0,0.0
7.2,94.0,1002.5,0.0,150.0,1.2
7.0,95.0,1002.1,0.0,150.0,1.1
6.3,95.0,1001.4,0.0,0.0,0.0
7.5,96.0,1000.9,0.0,100.0,1.9
6.0,96.0,1000.1,0.0,0.0,0.0
6.3,97.0,999.8,0.0,150.0,1.5
6.0,97.0,999.7,0.0,120.0,1.4
7.8,97.0,999.9,0.0,90.0,2.1
8.1,97.0,1000.4,0.0,90.0,2.9
9.6,96.0,1000.5,0.0,90.0,2.8
12.8,94.0,1001.1,0.0,90.0,1.7
16.9,68.0,1001.0,0.0,230.0,1.2
20.0,54.0,1000.6,0.0,310.0,1.2
21.2,39.0,999.8,0.0,240.0,1.8
22.1,42.0,999.9,0.0,240.0,3.7
21.5,49.0,1000.5,0.0,180.0,4.0
19.1,50.0,1001.5,0.0,190.0,5.7
17.0,50.0,1002.5,0.0,200.0,5.5
15.1,51.0,1003.9,0.0,200.0,3.2
12.0,60.0,1004.9,0.0,0.0,0.0
11.7,63.0,1005.9,0.0,80.0,1.8
10.4,67.0,1006.4,0.0,90.0,3.3
9.2,70.0,1007.1,0.0,90.0,2.4
8.7,68.0,1007.6,0.0,90.0,3.0
8.8,68.0,1007.7,0.0,100.0,2.8
7.3,72.0,1007.8,0.0,110.0,2.1
6.6,75.0,1008.4,0.0,100.0,2.2
6.4,76.0,1008.6,0.0,110.0,1.3
4.7,82.0,1008.4,0.0,130.0,1.3
4.6,84.0,1008.7,0.0,150.0,1.7
6.3,81.0,1009.2,0.0,120.0,1.5
7.8,81.0,1010.7,0.0,0.0,0.0
8.4,93.0,1011.4,0.8,0.0,0.0
9.6,95.0,1012.0,0.8,90.0,1.5
11.0,96.0,1012.6,0.4,0.0,0.0
12.3,96.0,1012.5,0.2,70.0,1.2
14.8,91.0,1012.0,0.0,0.0,0.0
15.2,84.0,1010.9,0.0,0.0,0.0
15.7,85.0,1010.4,0.0,120.0,1.1
16.7,78.0,1009.8,0.0,70.0,1.3
16.5,76.0,1010.0,0.0,50.0,1.1
13.6,88.0,1010.0,0.0,0.0,0.0
13.4,87.0,1010.6,0.0,140.0,2.8
13.0,87.0,1011.2,0.0,120.0,2.7
11.5,90.0,1011.4,0.0,90.0,1.9
10.3,92.0,1011.4,0.0,70.0,1.3
10.2,92.0,1011.3,0.0,100.0,2.9
8.8,93.0,1011.2,0.0,90.0,2.2
7.4,93.0,1011.2,0.0,90.0,1.9
7.5,95.0,1010.0,0.0,70.0,2.2
6.8,95.0,1009.3,0.0,80.0,2.6
6.5,95.0,1008.7,0.0,360.0,1.3
5.9,96.0,1008.7,0.0,160.0,1.6
5.1,96.0,1008.4,0.0,160.0,1.2
5.1,97.0,1008.6,0.2,150.0,1.8
5.0,96.0,1008.6,0.0,100.0,2.1
5.7,97.0,1008.5,0.0,0.0,0.0
10.1,96.0,1008.2,0.0,90.0,1.6
13.3,84.0,1008.4,0.0,270.0,1.1
16.5,70.0,1007.6,0.0,290.0,1.4
20.5,51.0,1006.4,0.0,310.0,1.5
20.6,49.0,1005.4,0.0,250.0,2.8
22.1,37.0,1004.9,0.0,280.0,3.3
21.9,35.0,1004.4,0.0,300.0,3.1
22.6,33.0,1004.0,0.0,310.0,2.6
22.6,35.0,1003.8,0.0,300.0,1.5
15.4,56.0,1004.7,0.0,80.0,1.4
14.6,57.0,1004.8,0.0,90.0,2.7
11.3,70.0,1005.4,0.0,140.0,2.6
9.4,76.0,1006.3,0.0,90.0,1.5
7.8,83.0,1006.4,0.0,130.0,1.5
9.2,78.0,1006.7,0.0,100.0,2.0
9.3,77.0,1005.9,0.0,90.0,2.4
9.0,76.0,1005.0,0.0,90.0,3.4
7.1,83.0,1005.3,0.0,70.0,2.1
5.7,88.0,1004.9,0.0,160.0,1.5
5.4,89.0,1004.4,0.0,120.0,2.1
4.9,89.0,1004.4,0.0,100.0,2.0
4.6,92.0,1004.5,0.0,120.0,1.3
3.1,91.0,1005.0,0.0,150.0,1.5
4.0,91.0,1005.3,0.0,130.0,1.5
11.6,71.0,1005.6,0.0,160.0,1.5
17.0,47.0,1006.2,0.0,0.0,0.0
21.2,32.0,1005.4,0.0,0.0,0.0
24.1,25.0,1004.8,0.0,0.0,0.0
26.7,17.0,1003.5,0.0,280.0,2.9
27.1,16.0,1002.8,0.0,300.0,4.8
28.1,15.0,1002.4,0.0,300.0,4.7
27.7,17.0,1002.5,0.0,280.0,3.1
23.7,24.0,1002.8,0.0,240.0,1.7
16.6,39.0,1003.3,0.0,50.0,1.5
13.6,45.0,1003.6,0.0,120.0,1.7
13.4,45.0,1004.1,0.0,100.0,1.5
10.6,55.0,1004.2,0.0,130.0,1.9
10.0,54.0,1004.5,0.0,150.0,1.9
7.5,64.0,1004.5,0.0,140.0,1.2
8.5,58.0,1004.4,0.0,160.0,1.7
8.2,57.0,1004.5,0.0,150.0,1.6
7.8,57.0,1004.7,0.0,120.0,1.3
7.2,61.0,1004.5,0.0,110.0,1.2
9.0,54.0,1004.6,0.0,150.0,1.3
9.5,52.0,1004.9,0.0,150.0,2.0
8.9,56.0,1005.4,0.0,150.0,1.9
8.6,56.0,1006.2,0.0,140.0,1.8
8.4,59.0,1006.4,0.0,130.0,1.4
13.7,46.0,1006.7,0.0,130.0,1.2
23.5,25.0,1007.0,0.0,0.0,0.0
26.5,20.0,1006.6,0.0,0.0,0.0
28.5,18.0,1005.5,0.0,270.0,1.2
29.7,17.0,1004.2,0.0,250.0,1.8
30.8,17.0,1003.2,0.0,270.0,1.3
32.1,16.0,1002.5,0.0,190.0,1.3
30.9,17.0,1002.4,0.0,30.0,1.6
27.3,19.0,1002.5,0.0,30.0,1.7
23.1,26.0,1002.9,0.0,70.0,2.6
22.4,26.0,1003.3,0.0,90.0,3.0
22.0,27.0,1003.5,0.0,90.0,3.1
19.8,33.0,1003.5,0.0,100.0,3.0
15.2,43.0,1003.6,0.0,110.0,1.2
15.8,40.0,1004.3,0.0,200.0,1.8
12.9,51.0,1004.2,0.0,150.0,1.9
12.0,53.0,1004.0,0.0,150.0,2.1
10.0,59.0,1003.9,0.0,140.0,1.2
9.1,62.0,1003.6,0.0,140.0,1.4
8.9,62.0,1003.5,0.0,140.0,1.5
8.9,62.0,1003.5,0.0,150.0,1.5
8.4,63.0,1003.8,0.0,150.0,1.5
7.8,66.0,1004.5,0.0,120.0,1.2
10.1,59.0,1004.7,0.0,120.0,1.5
18.8,37.0,1005.0,0.0,120.0,2.3
23.2,29.0,1005.2,0.0,0.0,0.0
26.3,23.0,1004.6,0.0,280.0,1.2
28.9,18.0,1003.9,0.0,280.0,2.7
29.9,18.0,1002.8,0.0,310.0,4.4
30.2,17.0,1001.8,0.0,300.0,4.3
30.3,17.0,1001.4,0.0,310.0,4.3
29.9,18.0,1001.1,0.0,300.0,2.8
27.4,20.0,1001.1,0.0,270.0,1.6
20.5,30.0,1001.1,0.0,100.0,1.3
19.4,32.0,1001.6,0.0,90.0,3.3
17.4,35.0,1001.3,0.0,90.0,3.3
16.2,37.0,1001.2,0.0,80.0,4.3
15.2,39.0,1000.9,0.0,80.0,4.7
13.6,44.0,1001.0,0.0,90.0,3.1
10.9,53.0,1000.7,0.0,0.0,0.0
10.9,54.0,1000.5,0.0,160.0,1.7
10.7,54.0,1000.3,0.0,140.0,1.8
9.5,59.0,1000.0,0.0,130.0,2.0
9.5,59.0,1000.0,0.0,150.0,1.9
8.6,62.0,999.8,0.0,150.0,1.6
9.9,58.0,999.7,0.0,160.0,2.4
7.5,67.0,1000.1,0.0,140.0,1.5
9.8,59.0,1000.1,0.0,150.0,1.7
13.7,50.0,1000.1,0.0,90.0,1.6
22.9,28.0,999.9,0.0,0.0,0.0
24.9,25.0,999.4,0.0,280.0,1.8
26.6,22.0,998.3,0.0,260.0,1.7
28.0,20.0,996.9,0.0,240.0,2.0
29.2,19.0,995.9,0.0,210.0,2.2
30.1,17.0,995.1,0.0,310.0,2.9
29.6,17.0,994.9,0.0,310.0,5.1
27.7,18.0,994.7,0.0,310.0,4.7
23.4,25.0,994.7,0.0,340.0,2.7
23.8,24.0,994.5,0.0,360.0,2.9
25.6,21.0,994.5,0.0,350.0,5.6
25.1,23.0,994.8,0.0,340.0,4.8
24.4,23.0,994.7,0.0,330.0,3.6
23.3,25.0,994.7,0.0,300.0,2.8
21.9,27.0,994.9,0.0,260.0,2.4
15.6,40.0,994.6,0.0,180.0,1.3
13.0,48.0,994.4,0.0,140.0,1.5
11.4,54.0,994.2,0.0,160.0,2.1
10.2,57.0,994.1,0.0,150.0,1.5
11.4,53.0,993.7,0.0,160.0,2.2
10.4,57.0,993.9,0.0,140.0,1.9
11.2,57.0,994.3,0.0,130.0,1.2
13.8,49.0,994.6,0.0,160.0,2.1
14.1,61.0,995.7,0.0,330.0,1.2
17.3,71.0,996.4,0.0,340.0,1.2
19.8,70.0,996.1,0.0,0.0,0.0
19.9,70.0,995.4,0.0,200.0,1.5
21.2,64.0,994.7,0.0,180.0,1.4
20.2,65.0,994.0,0.0,190.0,2.7
19.9,62.0,994.5,0.0,180.0,3.8
16.7,69.0,995.8,0.0,190.0,5.9
15.1,72.0,997.1,0.0,190.0,6.7
13.8,75.0,998.4,0.0,200.0,7.8
12.8,73.0,1000.2,0.0,200.0,7.0
12.3,66.0,1001.6,0.0,210.0,5.6
11.9,68.0,1002.9,0.0,220.0,4.2
11.9,63.0,1003.6,0.0,220.0,3.2
11.8,59.0,1004.5,0.0,220.0,2.3
10.3,78.0,1004.7,0.0,210.0,1.7
9.4,88.0,1005.3,0.0,190.0,1.6
8.8,90.0,1005.2,0.0,0.0,0.0
8.4,92.0,1005.2,0.0,0.0,0.0
7.7,92.0,1005.4,0.0,170.0,1.2
6.5,92.0,1005.8,0.0,220.0,1.1
4.0,93.0,1006.4,0.0,160.0,1.2
2.9,94.0,1007.2,0.0,150.0,1.5
3.9,93.0,1007.8,0.0,140.0,1.5
9.9,74.0,1008.2,0.0,0.0,0.0
12.0,63.0,1008.6,0.0,250.0,1.2
14.9,49.0,1008.5,0.0,270.0,1.9
15.7,39.0,1007.9,0.0,260.0,3.0
16.6,33.0,1006.9,0.0,250.0,3.4
16.9,31.0,1005.9,0.0,230.0,2.8
17.5,30.0,1005.6,0.0,240.0,2.7
17.3,30.0,1005.0,0.0,220.0,2.4
15.7,32.0,1005.1,0.0,200.0,1.9
11.7,57.0,1005.6,0.0,150.0,2.3
9.2,68.0,1006.3,0.0,100.0,1.5
8.4,74.0,1006.8,0.0,80.0,1.7
7.6,78.0,1006.7,0.0,90.0,2.8
6.5,83.0,1006.7,0.0,90.0,2.9
6.0,85.0,1007.0,0.0,90.0,2.5
5.4,86.0,1006.9,0.0,90.0,2.6
5.8,86.0,1006.7,0.0,90.0,2.9
4.0,89.0,1006.7,0.0,100.0,1.5
2.3,91.0,1006.7,0.0,0.0,0.0
1.5,93.0,1007.1,0.0,160.0,1.2
0.8,94.0,1007.3,0.0,140.0,1.4
0.6,94.0,1007.7,0.0,140.0,1.2
0.2,95.0,1008.2,0.0,130.0,1.2
2.6,95.0,1009.0,0.0,110.0,1.4
7.1,82.0,1009.4,0.0,80.0,1.5
12.3,63.0,1010.1,0.0,60.0,1.3
14.3,56.0,1010.2,0.0,280.0,1.4
16.0,46.0,1009.9,0.0,280.0,2.2
17.3,38.0,1009.1,0.0,240.0,1.8
17.4,37.0,1008.9,0.0,220.0,2.2
18.0,35.0,1008.5,0.0,240.0,1.9
17.4,35.0,1008.7,0.0,180.0,2.7
15.0,48.0,1009.2,0.0,190.0,3.2
11.8,61.0,1009.9,0.0,180.0,3.1
10.1,68.0,1010.5,0.0,150.0,2.3
8.6,73.0,1011.0,0.0,90.0,2.2
8.1,76.0,1011.3,0.0,90.0,3.3
7.3,79.0,1011.2,0.0,90.0,3.4
8.3,76.0,1011.2,0.0,80.0,3.4
7.0,80.0,1010.9,0.0,80.0,2.8
7.9,80.0,1010.9,0.0,90.0,2.7
8.3,77.0,1010.7,0.0,110.0,1.2
7.9,79.0,1010.3,0.0,90.0,1.8
5.4,85.0,1009.8,0.0,110.0,1.7
3.9,89.0,1009.4,0.0,0.0,0.0
5.6,88.0,1009.3,0.0,0.0,0.0
6.3,88.0,1009.4,0.0,0.0,0.0
7.6,85.0,1009.7,0.0,80.0,1.8
10.1,76.0,1009.6,0.0,0.0,0.0
13.7,65.0,1009.4,0.0,30.0,1.3
15.8,57.0,1008.7,0.0,60.0,2.4
16.7,51.0,1007.5,0.0,70.0,3.2
18.4,46.0,1006.2,0.0,80.0,3.2
19.5,46.0,1005.1,0.0,90.0,2.2
19.8,45.0,1004.5,0.0,110.0,1.9
17.1,66.0,1004.4,0.0,150.0,4.2
15.0,70.0,1004.5,0.0,160.0,4.8
13.4,75.0,1004.7,0.0,140.0,1.4
13.7,76.0,1005.3,0.0,0.0,0.0
11.9,82.0,1005.8,0.0,100.0,1.2
11.2,84.0,1006.1,0.0,100.0,1.3
10.0,87.0,1006.1,0.0,90.0,2.0
9.3,88.0,1006.1,0.0,90.0,1.2
8.8,90.0,1006.1,0.0,120.0,1.4
7.0,92.0,1006.0,0.0,140.0,1.3
6.9,94.0,1006.2,0.0,120.0,1.6
8.5,93.0,1006.2,0.0,130.0,1.2
9.4,91.0,1006.0,0.0,0.0,0.0
9.8,89.0,1005.8,0.0,0.0,0.0
10.1,89.0,1006.1,0.0,0.0,0.0
10.7,88.0,1006.8,0.0,0.0,0.0
10.2,93.0,1007.1,0.4,0.0,0.0
10.8,94.0,1007.7,0.0,0.0,0.0
11.9,93.0,1008.2,0.0,0.0,0.0
13.4,87.0,1008.1,0.0,0.0,0.0
16.7,69.0,1007.5,0.0,260.0,1.3
18.3,52.0,1006.5,0.2,270.0,2.2
16.9,52.0,1005.9,0.0,260.0,2.6
19.5,43.0,1005.4,0.0,280.0,2.0
19.2,40.0,1005.3,0.0,300.0,2.3
15.4,62.0,1005.7,0.0,180.0,3.5
12.8,73.0,1006.3,0.0,150.0,2.0
12.2,80.0,1006.8,0.0,80.0,1.8
10.9,83.0,1007.1,0.0,110.0,1.9
9.7,86.0,1007.0,0.0,90.0,3.1
9.1,89.0,1007.1,0.0,80.0,3.5
8.7,90.0,1006.6,0.0,90.0,3.6
7.6,92.0,1006.1,0.0,80.0,3.7
8.3,92.0,1005.9,0.0,90.0,3.4
5.9,92.0,1005.5,0.0,90.0,2.3
7.1,94.0,1005.1,0.0,80.0,4.0
6.1,93.0,1004.5,0.0,80.0,3.3
5.6,94.0,1004.0,0.0,80.0,3.4
5.1,95.0,1003.6,0.0,80.0,2.8
4.0,95.0,1003.5,0.0,90.0,1.7
5.3,95.0,1003.6,0.0,80.0,1.5
9.3,88.0,1003.4,0.0,0.0,0.0
11.9,76.0,1002.8,0.0,350.0,1.1
15.4,66.0,1001.6,0.0,300.0,1.2
17.4,58.0,1000.6,0.0,300.0,1.6
19.0,51.0,999.3,0.0,280.0,1.8
20.4,43.0,997.6,0.0,250.0,1.5
20.9,42.0,996.8,0.0,230.0,1.6
19.9,52.0,996.5,0.0,210.0,2.8
18.0,60.0,995.6,0.0,150.0,2.1
13.8,74.0,996.1,0.0,120.0,1.4
11.7,82.0,996.1,0.0,80.0,1.5
8.9,88.0,996.1,0.0,0.0,0.0
8.0,90.0,996.2,0.0,0.0,0.0
6.6,92.0,995.8,0.0,140.0,1.2
5.6,93.0,995.6,0.0,0.0,0.0
4.7,94.0,995.3,0.0,150.0,1.3
4.3,94.0,995.1,0.0,0.0,0.0
4.0,94.0,994.7,0.0,130.0,1.4
3.9,94.0,994.8,0.0,120.0,1.5
3.6,95.0,995.0,0.0,140.0,1.3
2.5,96.0,995.1,0.0,130.0,1.2
1.8,96.0,995.5,0.0,0.0,0.0
2.1,96.0,995.9,0.0,120.0,1.6
4.9,96.0,996.5,0.0,90.0,2.2
9.9,92.0,996.5,0.0,90.0,2.2
13.6,71.0,996.9,0.0,60.0,1.3
16.6,53.0,996.7,0.0,280.0,1.4
19.3,37.0,995.7,0.0,260.0,2.1
20.6,30.0,994.7,0.0,270.0,3.2
21.5,28.0,994.3,0.0,270.0,3.5
21.8,27.0,993.4,0.0,260.0,2.9
19.6,38.0,993.3,0.0,200.0,3.7
15.9,56.0,993.9,0.0,190.0,4.4
13.2,64.0,994.7,0.0,170.0,2.5
11.6,70.0,995.3,0.0,100.0,2.2
9.7,77.0,995.1,0.0,90.0,3.2
9.4,79.0,994.7,0.0,90.0,3.5
7.7,82.0,994.6,0.0,80.0,2.4
7.5,85.0,994.8,0.0,80.0,2.3
5.5,88.0,994.8,0.0,140.0,1.2
5.4,82.0,995.7,0.0,160.0,1.9
7.7,68.0,996.0,0.0,180.0,2.2
7.4,71.0,997.1,0.0,210.0,1.9
8.3,71.0,997.6,0.0,210.0,1.3
9.5,68.0,998.3,0.0,190.0,1.8
10.6,70.0,999.5,0.0,210.0,1.8
8.8,89.0,1000.8,0.4,230.0,1.7
8.8,91.0,1002.0,0.4,250.0,1.2
9.0,87.0,1002.7,0.2,290.0,2.0
10.5,81.0,1003.3,0.0,290.0,1.9
11.3,71.0,1004.4,0.0,290.0,2.2
12.2,57.0,1004.6,0.0,280.0,3.1
12.5,53.0,1005.3,0.0,280.0,4.0
7.8,89.0,1007.0,1.2,260.0,5.7
8.0,91.0,1008.8,2.2,260.0,3.8
8.5,92.0,1009.6,0.6,280.0,1.9
9.1,90.0,1010.2,0.0,0.0,0.0
7.3,90.0,1010.6,0.0,310.0,1.2
5.0,94.0,1011.3,0.0,160.0,1.2
3.8,95.0,1011.9,0.0,150.0,1.6
3.4,95.0,1012.6,0.0,150.0,1.6
3.8,95.0,1013.2,0.0,150.0,1.3
2.6,95.0,1013.3,0.0,0.0,0.0
2.5,95.0,1013.3,0.0,170.0,1.9
1.5,95.0,1013.6,0.0,150.0,1.9
0.5,96.0,1013.2,0.0,120.0,1.3
-0.2,96.0,1013.2,0.0,140.0,1.4
-0.5,97.0,1012.6,0.0,150.0,1.6
-0.3,97.0,1012.7,0.2,160.0,1.9
-0.6,97.0,1012.2,0.0,100.0,1.6
-0.6,97.0,1012.6,0.0,140.0,1.8
0.3,96.0,1012.8,0.0,130.0,1.4
5.3,91.0,1013.2,0.0,120.0,1.2
8.6,68.0,1013.3,0.0,0.0,0.0
12.3,56.0,1013.0,0.0,270.0,1.5
14.7,40.0,1011.7,0.0,300.0,3.7
15.4,35.0,1010.4,0.0,300.0,4.2
17.3,30.0,1009.5,0.0,300.0,4.2
18.1,26.0,1008.8,0.0,280.0,3.8
19.0,24.0,1008.8,0.0,280.0,3.1
17.2,27.0,1008.9,0.0,250.0,2.0
10.7,59.0,1009.4,0.0,180.0,2.1
9.0,67.0,1009.4,0.0,90.0,2.5
6.7,78.0,1009.0,0.0,90.0,2.9
4.8,85.0,1009.1,0.0,90.0,1.5
4.3,85.0,1008.8,0.0,90.0,2.3
3.1,89.0,1008.4,0.0,110.0,1.8
2.2,91.0,1007.8,0.0,120.0,1.2
1.9,91.0,1007.2,0.0,110.0,1.3
2.0,91.0,1006.6,0.0,130.0,1.6
0.5,92.0,1005.9,0.0,150.0,1.4
0.8,88.0,1005.7,0.0,120.0,1.2
1.4,85.0,1005.5,0.0,160.0,1.3
2.8,73.0,1005.5,0.0,170.0,1.4
3.4,71.0,1005.5,0.0,180.0,1.8
6.4,58.0,1006.2,0.0,280.0,1.7
13.8,35.0,1006.8,0.0,280.0,2.4
16.0,30.0,1007.6,0.0,250.0,3.7
19.3,24.0,1007.0,0.0,270.0,3.1
21.5,20.0,1006.3,0.0,250.0,3.2
22.8,19.0,1006.0,0.0,240.0,3.6
21.9,31.0,1005.0,0.0,190.0,3.7
23.0,28.0,1004.8,0.0,200.0,2.7
17.7,51.0,1006.8,0.0,180.0,6.0
15.9,57.0,1007.4,0.0,180.0,4.0
12.9,68.0,1007.6,0.0,140.0,2.2
10.9,77.0,1007.5,0.0,80.0,2.7
11.0,78.0,1008.6,0.0,110.0,3.4
9.0,85.0,1009.6,0.0,80.0,3.5
8.6,88.0,1009.7,0.0,90.0,3.5
8.4,88.0,1009.8,0.0,90.0,4.1
7.4,91.0,1009.9,0.0,80.0,4.2
8.2,89.0,1009.2,0.0,90.0,4.5
6.5,90.0,1009.3,0.0,90.0,3.9
5.1,92.0,1008.8,0.0,70.0,2.0
3.4,93.0,1009.0,0.0,130.0,1.3
2.3,95.0,1008.8,0.0,130.0,1.3
2.1,96.0,1008.1,0.0,110.0,1.3
2.6,95.0,1007.8,0.0,120.0,1.7
3.2,95.0,1008.2,0.0,130.0,1.6
7.5,90.0,1008.4,0.0,130.0,1.3
12.5,69.0,1008.3,0.0,80.0,1.5
15.4,52.0,1007.0,0.0,0.0,0.0
19.6,37.0,1005.3,0.0,280.0,1.2
23.2,19.0,1003.7,0.0,280.0,2.5
24.0,17.0,1002.1,0.0,300.0,4.5
25.1,16.0,1001.1,0.0,300.0,4.2
25.5,15.0,1000.8,0.0,290.0,3.7
24.8,16.0,1000.5,0.0,290.0,2.9
16.3,34.0,1000.1,0.0,310.0,1.3
11.9,49.0,1000.1,0.0,170.0,2.0
11.2,78.0,1001.6,0.0,280.0,1.6
10.2,81.0,1003.0,0.0,60.0,1.5
10.3,85.0,1003.6,0.0,100.0,2.4
11.1,89.0,1003.7,0.0,80.0,3.2
10.2,91.0,1003.2,0.0,90.0,3.3
9.5,92.0,1003.1,0.0,90.0,3.2
8.8,92.0,1002.5,0.0,90.0,2.8
6.3,94.0,1002.8,0.0,150.0,2.0
4.6,95.0,1003.0,0.0,0.0,0.0
4.2,95.0,1003.4,0.0,150.0,1.7
3.6,95.0,1003.2,0.0,150.0,1.4
3.4,95.0,1004.3,0.0,150.0,1.4
4.3,96.0,1004.8,0.0,120.0,1.4
11.1,89.0,1005.2,0.0,150.0,1.2
15.3,56.0,1005.7,0.0,260.0,1.4
19.4,41.0,1005.6,0.0,270.0,3.4
19.4,43.0,1005.2,0.0,270.0,4.2
17.8,58.0,1005.3,0.0,250.0,4.3
19.6,47.0,1004.1,0.0,210.0,4.9
19.6,46.0,1003.6,0.0,210.0,5.6
19.4,48.0,1004.0,0.0,210.0,5.8
17.1,59.0,1004.3,0.0,200.0,6.1
14.6,67.0,1005.6,0.0,200.0,3.5
11.6,74.0,1006.2,0.0,0.0,0.0
9.9,82.0,1006.3,0.0,100.0,1.3
8.8,85.0,1006.4,0.0,90.0,2.5
9.0,85.0,1006.6,0.0,90.0,3.5
8.6,86.0,1006.6,0.0,90.0,3.7
8.2,87.0,1006.6,0.0,90.0,3.6
8.2,88.0,1005.6,0.0,90.0,3.7
7.8,88.0,1004.7,0.0,90.0,3.8
6.6,89.0,1004.0,0.0,90.0,3.2
4.2,91.0,1003.8,0.0,80.0,1.3
3.0,93.0,1003.5,0.0,140.0,1.4
2.6,94.0,1003.9,0.0,130.0,1.3
2.6,96.0,1004.0,0.0,110.0,1.3
4.9,95.0,1004.2,0.0,130.0,1.1
8.9,87.0,1004.4,0.0,90.0,1.6
13.2,71.0,1004.1,0.0,40.0,1.2
15.7,61.0,1004.0,0.0,0.0,0.0
17.0,54.0,1003.0,0.0,230.0,1.6
18.5,49.0,1001.6,0.0,240.0,1.2
19.7,42.0,1000.7,0.0,250.0,2.4
20.3,38.0,1000.2,0.0,220.0,2.6
