/home/chkkar002/envs/diffstg/lib64/python3.9/site-packages/optuna/_experimental.py:33: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  optuna_warn(
[I 2026-08-17 15:18:36,442] A new study created in RDB with name: agcrn_tuning_RV
/scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/lib/dataloader.py:80: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /pytorch/torch/csrc/tensor/python_tensor.cpp:78.)
  X, Y = TensorFloat(X), TensorFloat(Y)
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/chkkar002/.netrc.
2026-08-17 20:27: Train Epoch 29: 220/410 Loss: 0.351168
2026-08-17 20:27: Train Epoch 29: 240/410 Loss: 0.368237
2026-08-17 20:27: Train Epoch 29: 260/410 Loss: 0.365253
2026-08-17 20:27: Train Epoch 29: 280/410 Loss: 0.349563
2026-08-17 20:27: Train Epoch 29: 300/410 Loss: 0.347377
2026-08-17 20:27: Train Epoch 29: 320/410 Loss: 0.341057
2026-08-17 20:27: Train Epoch 29: 340/410 Loss: 0.357005
2026-08-17 20:27: Train Epoch 29: 360/410 Loss: 0.354270
2026-08-17 20:27: Train Epoch 29: 380/410 Loss: 0.341851
2026-08-17 20:27: Train Epoch 29: 400/410 Loss: 0.357857
2026-08-17 20:27: **********Train Epoch 29: averaged Loss: 0.354915, tf_ratio: 1.000000
2026-08-17 20:27: **********Val Epoch 29: average Loss: 0.348060
2026-08-17 20:27: Train Epoch 30: 0/410 Loss: 0.343148
2026-08-17 20:27: Train Epoch 30: 20/410 Loss: 0.350556
2026-08-17 20:27: Train Epoch 30: 40/410 Loss: 0.362311
2026-08-17 20:27: Train Epoch 30: 60/410 Loss: 0.347978
2026-08-17 20:27: Train Epoch 30: 80/410 Loss: 0.352564
2026-08-17 20:27: Train Epoch 30: 100/410 Loss: 0.355475
2026-08-17 20:27: Train Epoch 30: 120/410 Loss: 0.351306
2026-08-17 20:27: Train Epoch 30: 140/410 Loss: 0.347029
2026-08-17 20:28: Train Epoch 30: 160/410 Loss: 0.361365
2026-08-17 20:28: Train Epoch 30: 180/410 Loss: 0.350215
2026-08-17 20:28: Train Epoch 30: 200/410 Loss: 0.345637
2026-08-17 20:28: Train Epoch 30: 220/410 Loss: 0.350195
2026-08-17 20:28: Train Epoch 30: 240/410 Loss: 0.363342
2026-08-17 20:28: Train Epoch 30: 260/410 Loss: 0.350904
2026-08-17 20:28: Train Epoch 30: 280/410 Loss: 0.362861
2026-08-17 20:28: Train Epoch 30: 300/410 Loss: 0.353806
2026-08-17 20:28: Train Epoch 30: 320/410 Loss: 0.355087
2026-08-17 20:28: Train Epoch 30: 340/410 Loss: 0.368874
2026-08-17 20:28: Train Epoch 30: 360/410 Loss: 0.344894
2026-08-17 20:28: Train Epoch 30: 380/410 Loss: 0.354089
2026-08-17 20:28: Train Epoch 30: 400/410 Loss: 0.360063
2026-08-17 20:28: **********Train Epoch 30: averaged Loss: 0.354036, tf_ratio: 1.000000
2026-08-17 20:28: **********Val Epoch 30: average Loss: 0.345502
2026-08-17 20:28: *********************************Current best model saved!
2026-08-17 20:28: Train Epoch 31: 0/410 Loss: 0.349055
2026-08-17 20:28: Train Epoch 31: 20/410 Loss: 0.343047
2026-08-17 20:28: Train Epoch 31: 40/410 Loss: 0.360690
2026-08-17 20:28: Train Epoch 31: 60/410 Loss: 0.351322
2026-08-17 20:28: Train Epoch 31: 80/410 Loss: 0.347348
2026-08-17 20:28: Train Epoch 31: 100/410 Loss: 0.365873
2026-08-17 20:28: Train Epoch 31: 120/410 Loss: 0.363311
2026-08-17 20:29: Train Epoch 31: 140/410 Loss: 0.355199
2026-08-17 20:29: Train Epoch 31: 160/410 Loss: 0.351496
2026-08-17 20:29: Train Epoch 31: 180/410 Loss: 0.366020
2026-08-17 20:29: Train Epoch 31: 200/410 Loss: 0.358291
2026-08-17 20:29: Train Epoch 31: 220/410 Loss: 0.359819
2026-08-17 20:29: Train Epoch 31: 240/410 Loss: 0.342834
2026-08-17 20:29: Train Epoch 31: 260/410 Loss: 0.349018
2026-08-17 20:29: Train Epoch 31: 280/410 Loss: 0.349600
2026-08-17 20:29: Train Epoch 31: 300/410 Loss: 0.359213
2026-08-17 20:29: Train Epoch 31: 320/410 Loss: 0.372896
2026-08-17 20:29: Train Epoch 31: 340/410 Loss: 0.359220
2026-08-17 20:29: Train Epoch 31: 360/410 Loss: 0.335213
2026-08-17 20:29: Train Epoch 31: 380/410 Loss: 0.340552
2026-08-17 20:29: Train Epoch 31: 400/410 Loss: 0.356978
2026-08-17 20:29: **********Train Epoch 31: averaged Loss: 0.353477, tf_ratio: 1.000000
2026-08-17 20:29: **********Val Epoch 31: average Loss: 0.345109
2026-08-17 20:29: *********************************Current best model saved!
2026-08-17 20:29: Train Epoch 32: 0/410 Loss: 0.343261
2026-08-17 20:29: Train Epoch 32: 20/410 Loss: 0.360692
2026-08-17 20:29: Train Epoch 32: 40/410 Loss: 0.361195
2026-08-17 20:29: Train Epoch 32: 60/410 Loss: 0.341979
2026-08-17 20:29: Train Epoch 32: 80/410 Loss: 0.349030
2026-08-17 20:29: Train Epoch 32: 100/410 Loss: 0.359772
2026-08-17 20:30: Train Epoch 32: 120/410 Loss: 0.353206
2026-08-17 20:30: Train Epoch 32: 140/410 Loss: 0.346241
2026-08-17 20:30: Train Epoch 32: 160/410 Loss: 0.338678
2026-08-17 20:30: Train Epoch 32: 180/410 Loss: 0.342766
2026-08-17 20:30: Train Epoch 32: 200/410 Loss: 0.355354
2026-08-17 20:30: Train Epoch 32: 220/410 Loss: 0.358787
2026-08-17 20:30: Train Epoch 32: 240/410 Loss: 0.358891
2026-08-17 20:30: Train Epoch 32: 260/410 Loss: 0.351086
2026-08-17 20:30: Train Epoch 32: 280/410 Loss: 0.354587
2026-08-17 20:30: Train Epoch 32: 300/410 Loss: 0.340758
2026-08-17 20:30: Train Epoch 32: 320/410 Loss: 0.340010
2026-08-17 20:30: Train Epoch 32: 340/410 Loss: 0.368293
2026-08-17 20:30: Train Epoch 32: 360/410 Loss: 0.360370
2026-08-17 20:30: Train Epoch 32: 380/410 Loss: 0.356518
2026-08-17 20:30: Train Epoch 32: 400/410 Loss: 0.350992
2026-08-17 20:30: **********Train Epoch 32: averaged Loss: 0.352471, tf_ratio: 1.000000
2026-08-17 20:30: **********Val Epoch 32: average Loss: 0.344406
2026-08-17 20:30: *********************************Current best model saved!
2026-08-17 20:30: Train Epoch 33: 0/410 Loss: 0.350315
2026-08-17 20:30: Train Epoch 33: 20/410 Loss: 0.364931
2026-08-17 20:30: Train Epoch 33: 40/410 Loss: 0.358898
2026-08-17 20:30: Train Epoch 33: 60/410 Loss: 0.347510
2026-08-17 20:30: Train Epoch 33: 80/410 Loss: 0.341113
2026-08-17 20:30: Train Epoch 33: 100/410 Loss: 0.364485
2026-08-17 20:31: Train Epoch 33: 120/410 Loss: 0.352224
2026-08-17 20:31: Train Epoch 33: 140/410 Loss: 0.361760
2026-08-17 20:31: Train Epoch 33: 160/410 Loss: 0.341255
2026-08-17 20:31: Train Epoch 33: 180/410 Loss: 0.360294
2026-08-17 20:31: Train Epoch 33: 200/410 Loss: 0.342668
2026-08-17 20:31: Train Epoch 33: 220/410 Loss: 0.356427
2026-08-17 20:31: Train Epoch 33: 240/410 Loss: 0.343900
2026-08-17 20:31: Train Epoch 33: 260/410 Loss: 0.343817
2026-08-17 20:31: Train Epoch 33: 280/410 Loss: 0.349811
2026-08-17 20:31: Train Epoch 33: 300/410 Loss: 0.333232
2026-08-17 20:31: Train Epoch 33: 320/410 Loss: 0.346053
2026-08-17 20:31: Train Epoch 33: 340/410 Loss: 0.347757
2026-08-17 20:31: Train Epoch 33: 360/410 Loss: 0.344237
2026-08-17 20:31: Train Epoch 33: 380/410 Loss: 0.353504
2026-08-17 20:31: Train Epoch 33: 400/410 Loss: 0.354540
2026-08-17 20:31: **********Train Epoch 33: averaged Loss: 0.351911, tf_ratio: 1.000000
2026-08-17 20:31: **********Val Epoch 33: average Loss: 0.345605
2026-08-17 20:31: Train Epoch 34: 0/410 Loss: 0.336357
2026-08-17 20:31: Train Epoch 34: 20/410 Loss: 0.356439
2026-08-17 20:31: Train Epoch 34: 40/410 Loss: 0.350653
2026-08-17 20:31: Train Epoch 34: 60/410 Loss: 0.356760
2026-08-17 20:31: Train Epoch 34: 80/410 Loss: 0.359451
2026-08-17 20:32: Train Epoch 34: 100/410 Loss: 0.352951
2026-08-17 20:32: Train Epoch 34: 120/410 Loss: 0.346790
2026-08-17 20:32: Train Epoch 34: 140/410 Loss: 0.362001
2026-08-17 20:32: Train Epoch 34: 160/410 Loss: 0.357503
2026-08-17 20:32: Train Epoch 34: 180/410 Loss: 0.353443
2026-08-17 20:32: Train Epoch 34: 200/410 Loss: 0.358048
2026-08-17 20:32: Train Epoch 34: 220/410 Loss: 0.350885
2026-08-17 20:32: Train Epoch 34: 240/410 Loss: 0.342539
2026-08-17 20:32: Train Epoch 34: 260/410 Loss: 0.348118
2026-08-17 20:32: Train Epoch 34: 280/410 Loss: 0.354768
2026-08-17 20:32: Train Epoch 34: 300/410 Loss: 0.348995
2026-08-17 20:32: Train Epoch 34: 320/410 Loss: 0.347976
2026-08-17 20:32: Train Epoch 34: 340/410 Loss: 0.352918
2026-08-17 20:32: Train Epoch 34: 360/410 Loss: 0.342020
2026-08-17 20:32: Train Epoch 34: 380/410 Loss: 0.354407
2026-08-17 20:32: Train Epoch 34: 400/410 Loss: 0.359196
2026-08-17 20:32: **********Train Epoch 34: averaged Loss: 0.351391, tf_ratio: 1.000000
2026-08-17 20:32: **********Val Epoch 34: average Loss: 0.342981
2026-08-17 20:32: *********************************Current best model saved!
2026-08-17 20:32: Train Epoch 35: 0/410 Loss: 0.328696
2026-08-17 20:32: Train Epoch 35: 20/410 Loss: 0.355343
2026-08-17 20:32: Train Epoch 35: 40/410 Loss: 0.350153
2026-08-17 20:32: Train Epoch 35: 60/410 Loss: 0.353524
2026-08-17 20:32: Train Epoch 35: 80/410 Loss: 0.347308
2026-08-17 20:33: Train Epoch 35: 100/410 Loss: 0.350797
2026-08-17 20:33: Train Epoch 35: 120/410 Loss: 0.353652
2026-08-17 20:33: Train Epoch 35: 140/410 Loss: 0.345493
2026-08-17 20:33: Train Epoch 35: 160/410 Loss: 0.344579
2026-08-17 20:33: Train Epoch 35: 180/410 Loss: 0.353744
2026-08-17 20:33: Train Epoch 35: 200/410 Loss: 0.356327
2026-08-17 20:33: Train Epoch 35: 220/410 Loss: 0.346943
2026-08-17 20:33: Train Epoch 35: 240/410 Loss: 0.350727
2026-08-17 20:33: Train Epoch 35: 260/410 Loss: 0.352117
2026-08-17 20:33: Train Epoch 35: 280/410 Loss: 0.344857
2026-08-17 20:33: Train Epoch 35: 300/410 Loss: 0.358670
2026-08-17 20:33: Train Epoch 35: 320/410 Loss: 0.357603
2026-08-17 20:33: Train Epoch 35: 340/410 Loss: 0.341977
2026-08-17 20:33: Train Epoch 35: 360/410 Loss: 0.349322
2026-08-17 20:33: Train Epoch 35: 380/410 Loss: 0.360095
2026-08-17 20:33: Train Epoch 35: 400/410 Loss: 0.350088
2026-08-17 20:33: **********Train Epoch 35: averaged Loss: 0.350730, tf_ratio: 1.000000
2026-08-17 20:33: **********Val Epoch 35: average Loss: 0.343553
2026-08-17 20:33: Train Epoch 36: 0/410 Loss: 0.358546
2026-08-17 20:33: Train Epoch 36: 20/410 Loss: 0.347011
2026-08-17 20:33: Train Epoch 36: 40/410 Loss: 0.340440
2026-08-17 20:33: Train Epoch 36: 60/410 Loss: 0.360594
2026-08-17 20:34: Train Epoch 36: 80/410 Loss: 0.331509
2026-08-17 20:34: Train Epoch 36: 100/410 Loss: 0.350728
2026-08-17 20:34: Train Epoch 36: 120/410 Loss: 0.357402
2026-08-17 20:34: Train Epoch 36: 140/410 Loss: 0.352418
2026-08-17 20:34: Train Epoch 36: 160/410 Loss: 0.342992
2026-08-17 20:34: Train Epoch 36: 180/410 Loss: 0.340863
2026-08-17 20:34: Train Epoch 36: 200/410 Loss: 0.363340
2026-08-17 20:34: Train Epoch 36: 220/410 Loss: 0.363772
2026-08-17 20:34: Train Epoch 36: 240/410 Loss: 0.338165
2026-08-17 20:34: Train Epoch 36: 260/410 Loss: 0.344932
2026-08-17 20:34: Train Epoch 36: 280/410 Loss: 0.354482
2026-08-17 20:34: Train Epoch 36: 300/410 Loss: 0.337239
2026-08-17 20:34: Train Epoch 36: 320/410 Loss: 0.357023
2026-08-17 20:34: Train Epoch 36: 340/410 Loss: 0.365481
2026-08-17 20:34: Train Epoch 36: 360/410 Loss: 0.356064
2026-08-17 20:34: Train Epoch 36: 380/410 Loss: 0.339293
2026-08-17 20:34: Train Epoch 36: 400/410 Loss: 0.363141
2026-08-17 20:34: **********Train Epoch 36: averaged Loss: 0.350333, tf_ratio: 1.000000
2026-08-17 20:34: **********Val Epoch 36: average Loss: 0.343608
2026-08-17 20:34: Train Epoch 37: 0/410 Loss: 0.357121
2026-08-17 20:34: Train Epoch 37: 20/410 Loss: 0.344627
2026-08-17 20:34: Train Epoch 37: 40/410 Loss: 0.360443
2026-08-17 20:34: Train Epoch 37: 60/410 Loss: 0.357005
2026-08-17 20:35: Train Epoch 37: 80/410 Loss: 0.362519
2026-08-17 20:35: Train Epoch 37: 100/410 Loss: 0.349334
2026-08-17 20:35: Train Epoch 37: 120/410 Loss: 0.342580
2026-08-17 20:35: Train Epoch 37: 140/410 Loss: 0.363698
2026-08-17 20:35: Train Epoch 37: 160/410 Loss: 0.350236
2026-08-17 20:35: Train Epoch 37: 180/410 Loss: 0.352714
2026-08-17 20:35: Train Epoch 37: 200/410 Loss: 0.358587
2026-08-17 20:35: Train Epoch 37: 220/410 Loss: 0.354645
2026-08-17 20:35: Train Epoch 37: 240/410 Loss: 0.348196
2026-08-17 20:35: Train Epoch 37: 260/410 Loss: 0.353887
2026-08-17 20:35: Train Epoch 37: 280/410 Loss: 0.334005
2026-08-17 20:35: Train Epoch 37: 300/410 Loss: 0.356053
2026-08-17 20:35: Train Epoch 37: 320/410 Loss: 0.349247
2026-08-17 20:35: Train Epoch 37: 340/410 Loss: 0.346865
2026-08-17 20:35: Train Epoch 37: 360/410 Loss: 0.357344
2026-08-17 20:35: Train Epoch 37: 380/410 Loss: 0.342267
2026-08-17 20:35: Train Epoch 37: 400/410 Loss: 0.364046
2026-08-17 20:35: **********Train Epoch 37: averaged Loss: 0.349848, tf_ratio: 1.000000
2026-08-17 20:35: **********Val Epoch 37: average Loss: 0.341980
2026-08-17 20:35: *********************************Current best model saved!
2026-08-17 20:35: Train Epoch 38: 0/410 Loss: 0.328241
2026-08-17 20:35: Train Epoch 38: 20/410 Loss: 0.342162
2026-08-17 20:35: Train Epoch 38: 40/410 Loss: 0.355741
2026-08-17 20:35: Train Epoch 38: 60/410 Loss: 0.360173
2026-08-17 20:36: Train Epoch 38: 80/410 Loss: 0.341844
2026-08-17 20:36: Train Epoch 38: 100/410 Loss: 0.349838
2026-08-17 20:36: Train Epoch 38: 120/410 Loss: 0.364124
2026-08-17 20:36: Train Epoch 38: 140/410 Loss: 0.343138
2026-08-17 20:36: Train Epoch 38: 160/410 Loss: 0.351889
2026-08-17 20:36: Train Epoch 38: 180/410 Loss: 0.353289
2026-08-17 20:36: Train Epoch 38: 200/410 Loss: 0.342033
2026-08-17 20:36: Train Epoch 38: 220/410 Loss: 0.350949
2026-08-17 20:36: Train Epoch 38: 240/410 Loss: 0.342696
2026-08-17 20:36: Train Epoch 38: 260/410 Loss: 0.344882
2026-08-17 20:36: Train Epoch 38: 280/410 Loss: 0.356461
2026-08-17 20:36: Train Epoch 38: 300/410 Loss: 0.352885
2026-08-17 20:36: Train Epoch 38: 320/410 Loss: 0.359842
2026-08-17 20:36: Train Epoch 38: 340/410 Loss: 0.344340
2026-08-17 20:36: Train Epoch 38: 360/410 Loss: 0.359440
2026-08-17 20:36: Train Epoch 38: 380/410 Loss: 0.355169
2026-08-17 20:36: Train Epoch 38: 400/410 Loss: 0.342024
2026-08-17 20:36: **********Train Epoch 38: averaged Loss: 0.349372, tf_ratio: 1.000000
2026-08-17 20:36: **********Val Epoch 38: average Loss: 0.342916
2026-08-17 20:36: Train Epoch 39: 0/410 Loss: 0.336588
2026-08-17 20:36: Train Epoch 39: 20/410 Loss: 0.345051
2026-08-17 20:36: Train Epoch 39: 40/410 Loss: 0.338714
2026-08-17 20:37: Train Epoch 39: 60/410 Loss: 0.345237
2026-08-17 20:37: Train Epoch 39: 80/410 Loss: 0.352105
2026-08-17 20:37: Train Epoch 39: 100/410 Loss: 0.351092
2026-08-17 20:37: Train Epoch 39: 120/410 Loss: 0.340271
2026-08-17 20:37: Train Epoch 39: 140/410 Loss: 0.339874
2026-08-17 20:37: Train Epoch 39: 160/410 Loss: 0.362870
2026-08-17 20:37: Train Epoch 39: 180/410 Loss: 0.361258
2026-08-17 20:37: Train Epoch 39: 200/410 Loss: 0.350024
2026-08-17 20:37: Train Epoch 39: 220/410 Loss: 0.353587
2026-08-17 20:37: Train Epoch 39: 240/410 Loss: 0.346652
2026-08-17 20:37: Train Epoch 39: 260/410 Loss: 0.353875
2026-08-17 20:37: Train Epoch 39: 280/410 Loss: 0.363128
2026-08-17 20:37: Train Epoch 39: 300/410 Loss: 0.351507
2026-08-17 20:37: Train Epoch 39: 320/410 Loss: 0.342214
2026-08-17 20:37: Train Epoch 39: 340/410 Loss: 0.348171
2026-08-17 20:37: Train Epoch 39: 360/410 Loss: 0.332269
2026-08-17 20:37: Train Epoch 39: 380/410 Loss: 0.363931
2026-08-17 20:37: Train Epoch 39: 400/410 Loss: 0.346861
2026-08-17 20:37: **********Train Epoch 39: averaged Loss: 0.348950, tf_ratio: 1.000000
2026-08-17 20:37: **********Val Epoch 39: average Loss: 0.341955
2026-08-17 20:37: *********************************Current best model saved!
2026-08-17 20:37: Train Epoch 40: 0/410 Loss: 0.341005
2026-08-17 20:37: Train Epoch 40: 20/410 Loss: 0.353413
2026-08-17 20:38: Train Epoch 40: 40/410 Loss: 0.351279
2026-08-17 20:38: Train Epoch 40: 60/410 Loss: 0.357909
2026-08-17 20:38: Train Epoch 40: 80/410 Loss: 0.346377
2026-08-17 20:38: Train Epoch 40: 100/410 Loss: 0.362773
2026-08-17 20:38: Train Epoch 40: 120/410 Loss: 0.360158
2026-08-17 20:38: Train Epoch 40: 140/410 Loss: 0.352076
2026-08-17 20:38: Train Epoch 40: 160/410 Loss: 0.335522
2026-08-17 20:38: Train Epoch 40: 180/410 Loss: 0.360760
2026-08-17 20:38: Train Epoch 40: 200/410 Loss: 0.350911
2026-08-17 20:38: Train Epoch 40: 220/410 Loss: 0.329670
2026-08-17 20:38: Train Epoch 40: 240/410 Loss: 0.342715
2026-08-17 20:38: Train Epoch 40: 260/410 Loss: 0.342164
2026-08-17 20:38: Train Epoch 40: 280/410 Loss: 0.340463
2026-08-17 20:38: Train Epoch 40: 300/410 Loss: 0.349557
2026-08-17 20:38: Train Epoch 40: 320/410 Loss: 0.341354
2026-08-17 20:38: Train Epoch 40: 340/410 Loss: 0.350382
2026-08-17 20:38: Train Epoch 40: 360/410 Loss: 0.347584
2026-08-17 20:38: Train Epoch 40: 380/410 Loss: 0.349708
2026-08-17 20:38: Train Epoch 40: 400/410 Loss: 0.337848
2026-08-17 20:38: **********Train Epoch 40: averaged Loss: 0.348512, tf_ratio: 1.000000
2026-08-17 20:38: **********Val Epoch 40: average Loss: 0.341305
2026-08-17 20:38: *********************************Current best model saved!
2026-08-17 20:38: Train Epoch 41: 0/410 Loss: 0.342328
2026-08-17 20:39: Train Epoch 41: 20/410 Loss: 0.346404
2026-08-17 20:39: Train Epoch 41: 40/410 Loss: 0.341602
2026-08-17 20:39: Train Epoch 41: 60/410 Loss: 0.358849
2026-08-17 20:39: Train Epoch 41: 80/410 Loss: 0.354721
2026-08-17 20:39: Train Epoch 41: 100/410 Loss: 0.351406
2026-08-17 20:39: Train Epoch 41: 120/410 Loss: 0.341591
2026-08-17 20:39: Train Epoch 41: 140/410 Loss: 0.350725
2026-08-17 20:39: Train Epoch 41: 160/410 Loss: 0.352849
2026-08-17 20:39: Train Epoch 41: 180/410 Loss: 0.345519
2026-08-17 20:39: Train Epoch 41: 200/410 Loss: 0.356321
2026-08-17 20:39: Train Epoch 41: 220/410 Loss: 0.352806
2026-08-17 20:39: Train Epoch 41: 240/410 Loss: 0.351115
2026-08-17 20:39: Train Epoch 41: 260/410 Loss: 0.328414
2026-08-17 20:39: Train Epoch 41: 280/410 Loss: 0.356006
2026-08-17 20:39: Train Epoch 41: 300/410 Loss: 0.360548
2026-08-17 20:39: Train Epoch 41: 320/410 Loss: 0.358056
2026-08-17 20:39: Train Epoch 41: 340/410 Loss: 0.345048
2026-08-17 20:39: Train Epoch 41: 360/410 Loss: 0.346384
2026-08-17 20:39: Train Epoch 41: 380/410 Loss: 0.346714
2026-08-17 20:39: Train Epoch 41: 400/410 Loss: 0.359495
2026-08-17 20:39: **********Train Epoch 41: averaged Loss: 0.348189, tf_ratio: 1.000000
2026-08-17 20:40: **********Val Epoch 41: average Loss: 0.340674
2026-08-17 20:40: *********************************Current best model saved!
2026-08-17 20:40: Train Epoch 42: 0/410 Loss: 0.362373
2026-08-17 20:40: Train Epoch 42: 20/410 Loss: 0.337508
2026-08-17 20:40: Train Epoch 42: 40/410 Loss: 0.351267
2026-08-17 20:40: Train Epoch 42: 60/410 Loss: 0.346164
2026-08-17 20:40: Train Epoch 42: 80/410 Loss: 0.367615
2026-08-17 20:40: Train Epoch 42: 100/410 Loss: 0.336285
2026-08-17 20:40: Train Epoch 42: 120/410 Loss: 0.345504
2026-08-17 20:40: Train Epoch 42: 140/410 Loss: 0.349221
2026-08-17 20:40: Train Epoch 42: 160/410 Loss: 0.351523
2026-08-17 20:40: Train Epoch 42: 180/410 Loss: 0.350002
2026-08-17 20:40: Train Epoch 42: 200/410 Loss: 0.346615
2026-08-17 20:40: Train Epoch 42: 220/410 Loss: 0.332712
2026-08-17 20:40: Train Epoch 42: 240/410 Loss: 0.346731
2026-08-17 20:40: Train Epoch 42: 260/410 Loss: 0.334048
2026-08-17 20:40: Train Epoch 42: 280/410 Loss: 0.331892
2026-08-17 20:40: Train Epoch 42: 300/410 Loss: 0.354893
2026-08-17 20:40: Train Epoch 42: 320/410 Loss: 0.338700
2026-08-17 20:40: Train Epoch 42: 340/410 Loss: 0.346701
2026-08-17 20:40: Train Epoch 42: 360/410 Loss: 0.346150
2026-08-17 20:40: Train Epoch 42: 380/410 Loss: 0.370092
2026-08-17 20:40: Train Epoch 42: 400/410 Loss: 0.353190
2026-08-17 20:40: **********Train Epoch 42: averaged Loss: 0.347831, tf_ratio: 1.000000
2026-08-17 20:41: **********Val Epoch 42: average Loss: 0.340936
2026-08-17 20:41: Train Epoch 43: 0/410 Loss: 0.350637
2026-08-17 20:41: Train Epoch 43: 20/410 Loss: 0.348970
2026-08-17 20:41: Train Epoch 43: 40/410 Loss: 0.341485
2026-08-17 20:41: Train Epoch 43: 60/410 Loss: 0.339839
2026-08-17 20:41: Train Epoch 43: 80/410 Loss: 0.343444
2026-08-17 20:41: Train Epoch 43: 100/410 Loss: 0.341514
2026-08-17 20:41: Train Epoch 43: 120/410 Loss: 0.338383
2026-08-17 20:41: Train Epoch 43: 140/410 Loss: 0.340379
2026-08-17 20:41: Train Epoch 43: 160/410 Loss: 0.337190
2026-08-17 20:41: Train Epoch 43: 180/410 Loss: 0.342095
2026-08-17 20:41: Train Epoch 43: 200/410 Loss: 0.353296
2026-08-17 20:41: Train Epoch 43: 220/410 Loss: 0.342182
2026-08-17 20:41: Train Epoch 43: 240/410 Loss: 0.347974
2026-08-17 20:41: Train Epoch 43: 260/410 Loss: 0.357563
2026-08-17 20:41: Train Epoch 43: 280/410 Loss: 0.330817
2026-08-17 20:41: Train Epoch 43: 300/410 Loss: 0.343807
2026-08-17 20:41: Train Epoch 43: 320/410 Loss: 0.356618
2026-08-17 20:41: Train Epoch 43: 340/410 Loss: 0.356350
2026-08-17 20:41: Train Epoch 43: 360/410 Loss: 0.346524
2026-08-17 20:41: Train Epoch 43: 380/410 Loss: 0.352781
2026-08-17 20:41: Train Epoch 43: 400/410 Loss: 0.350406
2026-08-17 20:41: **********Train Epoch 43: averaged Loss: 0.347406, tf_ratio: 1.000000
2026-08-17 20:42: **********Val Epoch 43: average Loss: 0.341096
2026-08-17 20:42: Train Epoch 44: 0/410 Loss: 0.335096
2026-08-17 20:42: Train Epoch 44: 20/410 Loss: 0.352734
2026-08-17 20:42: Train Epoch 44: 40/410 Loss: 0.348564
2026-08-17 20:42: Train Epoch 44: 60/410 Loss: 0.334549
2026-08-17 20:42: Train Epoch 44: 80/410 Loss: 0.349830
2026-08-17 20:42: Train Epoch 44: 100/410 Loss: 0.337416
2026-08-17 20:42: Train Epoch 44: 120/410 Loss: 0.337234
2026-08-17 20:42: Train Epoch 44: 140/410 Loss: 0.348353
2026-08-17 20:42: Train Epoch 44: 160/410 Loss: 0.348381
2026-08-17 20:42: Train Epoch 44: 180/410 Loss: 0.340852
2026-08-17 20:42: Train Epoch 44: 200/410 Loss: 0.351914
2026-08-17 20:42: Train Epoch 44: 220/410 Loss: 0.341693
2026-08-17 20:42: Train Epoch 44: 240/410 Loss: 0.345381
2026-08-17 20:42: Train Epoch 44: 260/410 Loss: 0.346763
2026-08-17 20:42: Train Epoch 44: 280/410 Loss: 0.350224
2026-08-17 20:42: Train Epoch 44: 300/410 Loss: 0.356623
2026-08-17 20:42: Train Epoch 44: 320/410 Loss: 0.370291
2026-08-17 20:42: Train Epoch 44: 340/410 Loss: 0.344845
2026-08-17 20:42: Train Epoch 44: 360/410 Loss: 0.360979
2026-08-17 20:42: Train Epoch 44: 380/410 Loss: 0.332708
2026-08-17 20:42: Train Epoch 44: 400/410 Loss: 0.343511
2026-08-17 20:42: **********Train Epoch 44: averaged Loss: 0.347126, tf_ratio: 1.000000
2026-08-17 20:43: **********Val Epoch 44: average Loss: 0.339611
2026-08-17 20:43: *********************************Current best model saved!
2026-08-17 20:43: Train Epoch 45: 0/410 Loss: 0.342516
2026-08-17 20:43: Train Epoch 45: 20/410 Loss: 0.349735
2026-08-17 20:43: Train Epoch 45: 40/410 Loss: 0.343307
2026-08-17 20:43: Train Epoch 45: 60/410 Loss: 0.347961
2026-08-17 20:43: Train Epoch 45: 80/410 Loss: 0.345371
2026-08-17 20:43: Train Epoch 45: 100/410 Loss: 0.345024
2026-08-17 20:43: Train Epoch 45: 120/410 Loss: 0.354853
2026-08-17 20:43: Train Epoch 45: 140/410 Loss: 0.356827
2026-08-17 20:43: Train Epoch 45: 160/410 Loss: 0.347340
2026-08-17 20:43: Train Epoch 45: 180/410 Loss: 0.324097
2026-08-17 20:43: Train Epoch 45: 200/410 Loss: 0.348182
2026-08-17 20:43: Train Epoch 45: 220/410 Loss: 0.340348
2026-08-17 20:43: Train Epoch 45: 240/410 Loss: 0.349503
2026-08-17 20:43: Train Epoch 45: 260/410 Loss: 0.353697
2026-08-17 20:43: Train Epoch 45: 280/410 Loss: 0.359322
2026-08-17 20:43: Train Epoch 45: 300/410 Loss: 0.341516
2026-08-17 20:43: Train Epoch 45: 320/410 Loss: 0.340275
2026-08-17 20:43: Train Epoch 45: 340/410 Loss: 0.336094
2026-08-17 20:43: Train Epoch 45: 360/410 Loss: 0.342133
2026-08-17 20:43: Train Epoch 45: 380/410 Loss: 0.354369
2026-08-17 20:44: Train Epoch 45: 400/410 Loss: 0.358989
